Feature1,Feature2,Feature3
1.4556172754748173,2.1109225897098662,0.8490064225776972
5.05364179660784,9.050601111168056,4.63238206483739
4.3824097461840505,10.166452208213055,2.492451264008149
4.267050265869258,10.889630795623438,2.082283989275424
7.892969640045442,6.964757677580626,7.446350694652818
3.5798131829041426,9.718215391139493,0.655549488965723
3.269069960058081,9.966873027126203,3.7945578635177877
7.967305251905907,5.932557899960123,7.910879960487212
8.57707212718054,7.796954613957007,8.371145873371308
8.401711722098941,8.690143991711112,7.5987795281141635
3.813128355838641,9.560268941725825,3.446977884353733
9.0375399442579,7.489983601145253,7.730125064706629
7.092436337958402,7.423228669431667,8.755391225825756
6.991913689082596,6.129208078974145,7.648486515958691
3.483955271782626,10.096120776940984,1.5377247112949575
0.6795433869157237,2.5219415656168978,2.2969846732331862
4.0283183761304615,10.029756139495746,2.9382838059759977
2.7204230332642982,9.37518142230432,2.026091050210834
3.3730329422122325,11.812448557996928,2.7077519354554753
1.7742236995134644,2.0675282046879238,0.5752518137865432
3.865774511144757,2.4738329209117875,0.8086965027973514
2.19905969557347,1.3997831228412054,2.0698020849900187
7.730593165555442,8.717542255795962,9.502357052096029
4.517659020469123,9.274256186846534,2.1867667644770785
3.950536290347567,10.674819492166604,0.8772779784377014
2.651391251305798,1.6847307553596544,2.7589692204932676
4.6105857452838235,10.55979044793104,3.0807807255546216
4.27996862631982,8.874510952701623,4.445751979616826
1.6149177195836835,1.3230779996940414,2.6116762888408678
4.196554776511575,11.031844539468635,0.514439626963028
1.3548802453948756,2.361395605508414,3.538036566465969
1.9641739608900484,3.564643655814006,-0.6197451040897444
0.48515277531413536,1.553485047932979,2.8563987943234723
3.3626128726934823,11.189016531107551,3.4205042479898546
9.201213922163944,7.591924626978448,5.961875464822146
8.203463635867223,7.243649254715697,6.577746290402326
4.150301761461877,9.636387787786145,1.9430543762789325
8.538910043684659,6.962753845673544,7.8096613219163915
7.226990216144533,8.024510174258943,8.49799829124545
4.493317900880889,10.184836123694874,1.1416422198187863
2.496714153011233,1.8617356988288154,2.6476885381006925
7.101585328651642,8.491919171506506,6.679766792979358
8.830335816544245,7.1439161740911326,8.071566237219393
9.167782061659807,8.254420843301213,8.337602662075202
6.296617560644846,7.944452301103381,8.384065448939307
1.4377124707590272,0.9871688796655762,2.314247332595274
3.6251791924504024,10.710959968203491,2.44426331148604
8.394452142378297,7.5790155191797375,8.289774856896413
7.171004989077928,7.439818959803031,8.747293605123263
4.471468357135996,11.882024496475033,3.3454200461549775
2.81351721736967,0.7691356835660448,2.2274599346041293
1.52082576215471,1.814341023336183,0.8936650259939718
3.4263379931197635,9.453141058759607,1.9672467297840015
2.010233061019587,1.018491348952049,2.462103474263271
7.39601481328418,8.0865897874729,7.84432276460792
7.23265243711195,8.872320636720678,8.183342005738352
1.2074792615672993,1.885263558533101,2.5049872789804573
8.632781866106285,10.270692857804395,8.181866255058495
2.0917607765355024,0.0124310853991072,1.780328112162488
4.700309879408992,9.424362173762226,2.1220098146453616
3.5212513783365225,11.255756125573521,1.1053926977804962
2.4049817109609557,0.7391160456649548,2.917861947054776
4.507274031107298,11.066674689589155,3.1692955904456728
5.053152853332904,9.960444846143345,2.6815006973726243
9.876170839215886,8.950423838186051,7.423096344337597
1.6723378534022317,1.6078918468678425,0.5364850518678814
8.232049937357637,6.551915658502676,6.592536225623444
2.6862601903745134,0.38728412881034835,1.5280681342105664
7.4694988523894725,7.42418175935532,7.724948302848356
5.665474444462577,11.01437006501813,0.1591257686683547
7.9809837920973115,6.997470635362191,7.98148686400761
1.8843517176117595,1.6988963044107113,0.5214780096325726
1.8076390352188776,2.3015473423336124,1.9652882302947567
4.289168643907818,12.455300139910895,1.3622600157486842
10.060747924881987,9.755340842443204,7.751035851520927
2.3570154859650474,1.3070904047393457,2.8995998754332506
5.5931866266393975,9.488784323568815,1.010395179741419
2.5425600435859645,1.5365823071875377,1.534270246429743
3.7524813644484953,9.925566570899953,2.620672097550678
3.2446170676466775,9.388482197008052,0.5933389031517777
8.751387123371789,6.330594718878628,8.543360192379936
3.2221833124091246,8.889424154534172,3.7522704434236225
2.821902504375224,2.087047068238171,1.7009926495341325
3.740408648636395,8.496857046881894,1.7542569359140556
1.1841897150345617,1.9228982905858958,2.341151974816644
3.226210800896427,8.755345296688583,0.2212797510957214
7.3481638921978405,8.047398671316413,7.139586634716047
8.311250154543536,11.078880808455239,9.119574911434576
4.143944089325325,2.633919022318011,-0.025142586657607158
9.23781631197346,6.405572341205633,7.400624977046228
2.296120277064576,2.261055272179889,2.005113456642461
1.1915063971068123,1.4982429564154636,2.915402117702074
1.0919759244787892,0.5876962986647085,3.465648768921554
4.9356783931474615,11.27155509499416,2.721672064043235
3.0767667538890957,8.648315394383665,1.0241267470226671
8.88163975694945,7.992027358683383,9.479944138890026
5.496044311489183,10.654365656354058,1.944415329089545
7.337376241054153,8.57059866859316,7.236740843457483
5.065480375065351,9.482711549899628,3.40934744018558
3.874213079900352,10.055724912288694,3.0941915184709483
7.711341361079862,8.322718560338089,7.172769056447677
0.8037933759193292,2.812525822394198,3.3562400285708227
8.235614558108566,8.770865193886968,6.521413754220158
5.846707325736034,10.583928185325965,1.6407079092129404
2.484255885002768,11.547505201330061,3.7958776730955215
7.780899471191136,8.829405581183488,5.788864690992115
6.57335980324986,10.059218434014488,2.0139292919129463
4.743264094022715,10.170865438127942,1.816016663647321
8.248220586300336,7.540639100459756,7.150155630535208
3.0813480535158018,8.995859233247932,1.2322024348958716
2.2575503907227645,1.9255540842338328,0.08122878470095851
3.4565752288662352,9.287154217322836,2.106430227691897
3.453534077157317,1.735343166762044,4.720169166589619
5.188393273448084,12.526932425873621,1.4691312270796795
3.3872113095156138,9.612298440064016,2.285865390724905
2.0818741393863225,4.314658566673509,0.13273480740825194
7.353427115757474,6.918451996385605,9.687141635072564
10.07540079864544,8.871124703431692,7.6739764678321585
3.7450227825791447,11.503992988582688,-0.650969808393012
2.3436182895684614,0.23695984463726605,2.324083969394795
4.326133022242118,8.748886423614698,2.924027019206901
7.1745028032074885,7.678614158347006,8.412931454275624
7.300274492007414,8.213979910734222,7.88767195030917
3.5499344050175394,1.2167467076637628,1.6779384837943243
2.2088635950047553,0.04032987612022443,0.6718139511015695
5.091506851922462,11.24608519249763,-0.07339023240814946
3.510560557481778,11.044160877069071,2.6818914896263113
0.9422890710440996,2.822544912103189,0.7791563500289778
1.2846962907400319,2.679597748934676,1.2696333682828633
4.129221181975227,10.109394794604892,2.725766623898692
3.4375332241057324,10.632407739055521,2.9725544496267298
2.8657551941701214,0.7997035929442238,1.6654987641590515
